query_id,category,engine,rep,brand,product,rank
kb_01,keyboards,chatgpt,1,havit,Havit KB487L,2
kb_01,keyboards,chatgpt,2,redragon,Redragon K552 Kumara,1
kb_01,keyboards,chatgpt,2,keychron,Keychron C2 Pro,2
kb_01,keyboards,chatgpt,3,keychron,Keychron C1 Pro 8K,1
kb_01,keyboards,chatgpt,3,redragon,Redragon K552 / K617,2
kb_01,keyboards,gemini,1,redragon,Redragon K552 Kumara Mechanical Gaming Keyboard,1
kb_01,keyboards,gemini,1,royal kludge,Royal Kludge RK61 Mechanical Keyboard,2
kb_01,keyboards,gemini,1,gamakay,Gamakay K61 60% Mechanical Keyboard,3
kb_01,keyboards,gemini,2,redragon,Redragon K552 Kumara,1
kb_01,keyboards,gemini,2,royal kludge,Royal Kludge RK61,2
kb_01,keyboards,gemini,2,keychron,Keychron C2 Pro / V1,3
kb_01,keyboards,gemini,3,redragon,(mentioned: redragon),1
kb_01,keyboards,perplexity,1,royal kludge,ROYAL KLUDGE RK61,1
kb_01,keyboards,perplexity,1,keychron,Keychron C1 Pro,2
kb_01,keyboards,perplexity,1,ajazz,Ajazz AK820 Pro,3
kb_01,keyboards,perplexity,1,apple,Shadow X from Apple Maker,4
kb_01,keyboards,perplexity,2,royal kludge,ROYAL KLUDGE RK61,1
kb_01,keyboards,perplexity,2,keychron,Keychron C1 Pro,2
kb_01,keyboards,perplexity,3,apple,(mentioned: apple),1
kb_01,keyboards,perplexity,3,royal kludge,(mentioned: rk),2
kb_01,keyboards,perplexity,3,keychron,(mentioned: keychron),3
kb_01,keyboards,perplexity,3,asics,(mentioned: asics),4
kb_01,keyboards,claude,1,redragon,Redragon K552 Neo,1
kb_01,keyboards,claude,1,royal kludge,Royal Kludge RK61,2
kb_01,keyboards,claude,1,keychron,Keychron C3 Pro,3
kb_01,keyboards,claude,2,redragon,Redragon K552 Mechanical Gaming Keyboard – ~$35,1
kb_01,keyboards,claude,2,royal kludge,RK61 Mechanical Keyboard – ~$40,2
kb_01,keyboards,claude,2,keychron,Keychron C3 Pro – $44.99,3
kb_01,keyboards,claude,3,redragon,Redragon K552 KUMARA LED Backlit,1
kb_01,keyboards,claude,3,keychron,Keychron C1 TKL,2
kb_01,keyboards,deepseek,1,redragon,Redragon K552 Kumara,1
kb_01,keyboards,deepseek,1,royal kludge,Royal Kludge RK61,2
kb_01,keyboards,deepseek,1,havit,Havit HV,3
kb_01,keyboards,deepseek,2,logitech,(mentioned: logitech),1
kb_01,keyboards,deepseek,2,redragon,(mentioned: redragon),2
kb_01,keyboards,deepseek,3,royal kludge,(mentioned: rk),1
kb_01,keyboards,deepseek,3,gamakay,(mentioned: gamakay),2
kb_01,keyboards,deepseek,3,redragon,(mentioned: redragon),3
kb_02,keyboards,chatgpt,1,keychron,Keychron V1 8K,1
kb_02,keyboards,chatgpt,1,royal kludge,Royal Kludge RK61,2
kb_02,keyboards,chatgpt,2,keychron,Keychron V1 / V1 8K,1
kb_02,keyboards,chatgpt,2,royal kludge,Royal Kludge L75,2
kb_02,keyboards,chatgpt,3,keychron,Keychron C1 Pro,1
kb_02,keyboards,gemini,1,keychron,Keychron V Series,1
kb_02,keyboards,gemini,1,akko,Akko 3068B Plus / Akko 3087,2
kb_02,keyboards,gemini,1,royal kludge,ROYAL KLUDGE RK61 / RK84,3
kb_02,keyboards,gemini,2,keychron,Keychron V Series,1
kb_02,keyboards,gemini,2,royal kludge,ROYAL KLUDGE RK61 / RK84,2
kb_02,keyboards,gemini,2,redragon,Redragon K673 Pro / K552 Kumara,3
kb_02,keyboards,gemini,2,epomaker,Epomaker TH80 Pro,4
kb_02,keyboards,gemini,3,keychron,Keychron K8 Series,1
kb_02,keyboards,gemini,3,akko,Akko 3068B Plus,2
kb_02,keyboards,perplexity,1,keychron,Keychron V5 Max,1
kb_02,keyboards,perplexity,1,nuphy,NuPhy Kick75,2
kb_02,keyboards,perplexity,1,gamakay,Gamakay LK75,3
kb_02,keyboards,perplexity,2,keychron,Keychron V5 Max,1
kb_02,keyboards,perplexity,2,nuphy,NuPhy Kick75,2
kb_02,keyboards,perplexity,3,keychron,Keychron V5 Max,1
kb_02,keyboards,perplexity,3,nuphy,NuPhy Kick75,2
kb_02,keyboards,perplexity,3,royal kludge,Royal Kludge RK61,3
kb_02,keyboards,claude,1,keychron,Keychron C3 Pro,1
kb_02,keyboards,claude,1,redragon,Redragon K673 PRO,2
kb_02,keyboards,claude,2,keychron,(mentioned: keychron),1
kb_02,keyboards,claude,2,redragon,(mentioned: redragon),2
kb_02,keyboards,claude,3,keychron,Keychron C3 Pro,1
kb_02,keyboards,claude,3,royal kludge,RK84 Pro,2
kb_02,keyboards,deepseek,1,keychron,Keychron V1,1
kb_02,keyboards,deepseek,1,royal kludge,Royal Kludge RK84,2
kb_02,keyboards,deepseek,1,redragon,Redragon K552 Kumara,3
kb_02,keyboards,deepseek,2,royal kludge,(mentioned: rk),1
kb_02,keyboards,deepseek,2,keychron,(mentioned: keychron),2
kb_02,keyboards,deepseek,2,redragon,(mentioned: redragon),3
kb_02,keyboards,deepseek,2,hyperx,(mentioned: hyperx),4
kb_02,keyboards,deepseek,3,keychron,Keychron C1 Pro,1
kb_02,keyboards,deepseek,3,redragon,Redragon K552,2
kb_02,keyboards,deepseek,3,royal kludge,Royal Kludge RK61,3
kb_03,keyboards,chatgpt,1,keychron,Keychron V3 QMK Custom Mechanical Keyboard,1
kb_03,keyboards,chatgpt,1,logitech,Logitech K845 Mechanical Illuminated,2
kb_03,keyboards,chatgpt,2,keychron,Keychron V2 QMK Custom Mechanical Keyboard,1
kb_03,keyboards,chatgpt,2,logitech,Logitech K845 Mechanical Illuminated,2
kb_03,keyboards,chatgpt,3,keychron,Keychron V2 QMK Custom Mechanical Keyboard,1
kb_03,keyboards,gemini,1,royal kludge,(mentioned: rk),1
kb_03,keyboards,gemini,1,keychron,(mentioned: keychron),2
kb_03,keyboards,gemini,1,ajazz,(mentioned: ajazz),3
kb_03,keyboards,gemini,2,royal kludge,(mentioned: rk),1
kb_03,keyboards,gemini,2,keychron,(mentioned: keychron),2
kb_03,keyboards,gemini,2,akko,(mentioned: akko),3
kb_03,keyboards,gemini,3,royal kludge,(mentioned: rk),1
kb_03,keyboards,gemini,3,keychron,(mentioned: keychron),2
kb_03,keyboards,perplexity,1,keychron,Keychron C2 Pro,1
kb_03,keyboards,perplexity,1,ajazz,Ajazz AK820 Pro,2
kb_03,keyboards,perplexity,1,royal kludge,Royal Kludge R65,3
kb_03,keyboards,perplexity,2,keychron,Keychron K8,1
kb_03,keyboards,perplexity,2,ajazz,Ajazz AK820 Pro,2
kb_03,keyboards,perplexity,2,royal kludge,Royal Kludge R65,3
kb_03,keyboards,perplexity,3,apple,(mentioned: apple),1
kb_03,keyboards,perplexity,3,royal kludge,(mentioned: rk),2
kb_03,keyboards,perplexity,3,keychron,(mentioned: keychron),3
kb_03,keyboards,perplexity,3,ajazz,(mentioned: ajazz),4
kb_03,keyboards,claude,1,royal kludge,(mentioned: rk),1
kb_03,keyboards,claude,1,keychron,(mentioned: keychron),2
kb_03,keyboards,claude,2,royal kludge,(mentioned: rk),1
kb_03,keyboards,claude,2,keychron,(mentioned: keychron),2
kb_03,keyboards,claude,3,royal kludge,RK84 Pro,1
kb_03,keyboards,claude,3,redragon,Redragon K552,2
kb_03,keyboards,claude,3,keychron,Keychron C1,3
kb_03,keyboards,deepseek,1,keychron,Keychron V1,1
kb_03,keyboards,deepseek,1,royal kludge,RK Royal Kludge RK61,2
kb_03,keyboards,deepseek,1,redragon,Redragon K552 Kumara,3
kb_03,keyboards,deepseek,2,royal kludge,(mentioned: rk),1
kb_03,keyboards,deepseek,2,keychron,(mentioned: keychron),2
kb_03,keyboards,deepseek,2,redragon,(mentioned: redragon),3
kb_03,keyboards,deepseek,3,keychron,Keychron V1,1
kb_03,keyboards,deepseek,3,redragon,Redragon K530 Draconic,2
kb_03,keyboards,deepseek,3,royal kludge,RK Royal Kludge RK61,3
kb_04,keyboards,chatgpt,1,keychron,Keychron V5 Max,1
kb_04,keyboards,chatgpt,1,nuphy,NuPhy Gem80,2
kb_04,keyboards,chatgpt,1,wooting,Wooting 80HE,3
kb_04,keyboards,chatgpt,1,royal kludge,ROYAL KLUDGE RK61,4
kb_04,keyboards,chatgpt,2,keychron,Keychron K10 V2,1
kb_04,keyboards,chatgpt,2,royal kludge,Royal Kludge L75,2
kb_04,keyboards,chatgpt,3,keychron,Keychron V1 8K,1
kb_04,keyboards,chatgpt,3,royal kludge,Royal Kludge L75,2
kb_04,keyboards,gemini,1,keychron,Keychron V1 Max,1
kb_04,keyboards,gemini,1,ajazz,Ajazz AK820 Pro,2
kb_04,keyboards,gemini,1,nuphy,NuPhy Air75 V2,3
kb_04,keyboards,gemini,1,wooting,Wooting 60HE,4
kb_04,keyboards,gemini,2,glorious,(mentioned: glorious),1
kb_04,keyboards,gemini,2,royal kludge,(mentioned: rk),2
kb_04,keyboards,gemini,2,keychron,(mentioned: keychron),3
kb_04,keyboards,gemini,2,akko,(mentioned: akko),4
kb_04,keyboards,gemini,2,ajazz,(mentioned: ajazz),5
kb_04,keyboards,gemini,2,nuphy,(mentioned: nuphy),6
kb_04,keyboards,gemini,3,keychron,Keychron V1 Max,1
kb_04,keyboards,gemini,3,nuphy,NuPhy Air75 V2,2
kb_04,keyboards,gemini,3,wooting,Wooting 60HE,3
kb_04,keyboards,gemini,3,akko,Akko 5075B Plus,4
kb_04,keyboards,perplexity,1,keychron,Keychron V5 Max,1
kb_04,keyboards,perplexity,1,ajazz,Ajazz AK820,2
kb_04,keyboards,perplexity,2,keychron,Keychron V5 Max,1
kb_04,keyboards,perplexity,3,keychron,Keychron V5 Max,1
kb_04,keyboards,claude,1,razer,(mentioned: razer),1
kb_04,keyboards,claude,1,gamakay,(mentioned: gamakay),2
kb_04,keyboards,claude,1,keychron,(mentioned: keychron),3
kb_04,keyboards,claude,1,wooting,(mentioned: wooting),4
kb_04,keyboards,claude,1,epomaker,(mentioned: epomaker),5
kb_04,keyboards,claude,2,keychron,Keychron V3,1
kb_04,keyboards,claude,2,epomaker,Epomaker Nova80,2
kb_04,keyboards,claude,2,akko,Akko MOD 007B PC,3
kb_04,keyboards,claude,3,royal kludge,(mentioned: rk),1
kb_04,keyboards,claude,3,keychron,(mentioned: keychron),2
kb_04,keyboards,claude,3,akko,(mentioned: akko),3
kb_04,keyboards,claude,3,epomaker,(mentioned: epomaker),4
kb_04,keyboards,deepseek,1,keychron,Keychron V1,1
kb_04,keyboards,deepseek,1,ducky,Ducky One 3 Mini,2
kb_04,keyboards,deepseek,1,glorious,Glorious GMMK 2,3
kb_04,keyboards,deepseek,2,keychron,Keychron V1,1
kb_04,keyboards,deepseek,2,epomaker,Epomaker TH80 Pro – ~$90–$110,2
kb_04,keyboards,deepseek,2,glorious,Glorious GMMK Pro,3
kb_04,keyboards,deepseek,2,ducky,Ducky One 3 Mini/Daybreak – ~$109–$129,4
kb_04,keyboards,deepseek,2,hyperx,HyperX Alloy Origins 65 – ~$129,5
kb_04,keyboards,deepseek,3,keychron,Keychron V1,1
kb_04,keyboards,deepseek,3,akko,Akko 3068B Plus,2
kb_04,keyboards,deepseek,3,ducky,Ducky One 3 Mini,3
kb_04,keyboards,deepseek,3,epomaker,Epomaker TH80 Pro,4
kb_04,keyboards,deepseek,3,wooting,Wooting 60HE,5
kb_05,keyboards,chatgpt,1,logitech,Logitech Signature K855,1
kb_05,keyboards,chatgpt,1,keychron,Keychron K14,2
kb_05,keyboards,chatgpt,2,logitech,Logitech MX Mechanical Mini,1
kb_05,keyboards,chatgpt,2,nuphy,NuPhy Air75 V2,2
kb_05,keyboards,chatgpt,3,logitech,Logitech MX Mechanical Mini,1
kb_05,keyboards,chatgpt,3,razer,Razer Pro Type Ultra,2
kb_05,keyboards,chatgpt,3,keychron,Keychron K5 Max,3
kb_05,keyboards,gemini,1,logitech,Logitech MX Mechanical Mini,1
kb_05,keyboards,gemini,1,nuphy,NuPhy Air75 V2/V3,2
kb_05,keyboards,gemini,1,keychron,Keychron K3 Pro,3
kb_05,keyboards,gemini,2,logitech,(mentioned: logitech),1
kb_05,keyboards,gemini,2,keychron,(mentioned: keychron),2
kb_05,keyboards,gemini,2,nuphy,(mentioned: nuphy),3
kb_05,keyboards,gemini,3,logitech,(mentioned: logitech),1
kb_05,keyboards,gemini,3,nuphy,(mentioned: nuphy),2
kb_05,keyboards,perplexity,1,nuphy,NuPhy Air75 V3,1
kb_05,keyboards,perplexity,1,keychron,Keychron Q1 HE or K,2
kb_05,keyboards,perplexity,1,epomaker,EPOMAKER TH108,3
kb_05,keyboards,perplexity,2,nuphy,NuPhy Air75 V3,1
kb_05,keyboards,perplexity,2,logitech,Logitech MX Mechanical Mini,2
kb_05,keyboards,perplexity,2,keychron,Keychron Q1 Pro,3
kb_05,keyboards,perplexity,3,keychron,(mentioned: keychron),1
kb_05,keyboards,perplexity,3,nuphy,(mentioned: nuphy),2
kb_05,keyboards,claude,1,nuphy,NuPhy Air75 V3 with Silent Blush Nano Switches,1
kb_05,keyboards,claude,1,logitech,Logitech G915 TKL,2
kb_05,keyboards,claude,1,epomaker,EPOMAKER TH99,3
kb_05,keyboards,claude,1,keychron,Keychron K8 Pro,4
kb_05,keyboards,claude,2,logitech,(mentioned: logitech),1
kb_05,keyboards,claude,2,nuphy,(mentioned: nuphy),2
kb_05,keyboards,claude,3,nuphy,NuPhy Air75 V3 with Blush Nano Switches,1
kb_05,keyboards,claude,3,keychron,Keychron K8 Pro,2
kb_05,keyboards,claude,3,logitech,Logitech G915 TKL,3
kb_05,keyboards,deepseek,1,logitech,Logitech MX Mechanical Mini,1
kb_05,keyboards,deepseek,1,keychron,Keychron K3 Pro,2
kb_05,keyboards,deepseek,1,nuphy,NuPhy Air75 V2,3
kb_05,keyboards,deepseek,2,keychron,Keychron K5 Max,1
kb_05,keyboards,deepseek,2,logitech,Logitech MX Mechanical Mini,2
kb_05,keyboards,deepseek,2,nuphy,NuPhy Air75 V2,3
kb_05,keyboards,deepseek,3,logitech,(mentioned: logitech),1
kb_05,keyboards,deepseek,3,keychron,(mentioned: keychron),2
kb_05,keyboards,deepseek,3,nuphy,(mentioned: nuphy),3
kb_06,keyboards,chatgpt,1,keychron,Keychron V1 8K,1
kb_06,keyboards,chatgpt,1,nuphy,NuPhy Node75,2
kb_06,keyboards,chatgpt,1,royal kludge,Royal Kludge L75,3
kb_06,keyboards,chatgpt,2,keychron,Keychron V1 Max,1
kb_06,keyboards,chatgpt,2,monsgeek,MonsGeek M1 V3,2
kb_06,keyboards,chatgpt,2,akko,Akko 5075B Plus,3
kb_06,keyboards,chatgpt,3,keychron,Keychron V1 Max,1
kb_06,keyboards,chatgpt,3,nuphy,NuPhy Air75 V2,2
kb_06,keyboards,gemini,1,keychron,(mentioned: keychron),1
kb_06,keyboards,gemini,1,epomaker,(mentioned: epomaker),2
kb_06,keyboards,gemini,2,glorious,(mentioned: glorious),1
kb_06,keyboards,gemini,2,royal kludge,(mentioned: rk),2
kb_06,keyboards,gemini,2,keychron,(mentioned: keychron),3
kb_06,keyboards,gemini,2,akko,(mentioned: akko),4
kb_06,keyboards,gemini,3,keychron,Keychron K2 V2,1
kb_06,keyboards,gemini,3,royal kludge,Royal Kludge RK84,2
kb_06,keyboards,perplexity,1,ajazz,Ajazz AK820 Pro,1
kb_06,keyboards,perplexity,1,glorious,Glorious GMMK Pro,2
kb_06,keyboards,perplexity,1,royal kludge,RK Royal Kludge L75,3
kb_06,keyboards,perplexity,1,keychron,Keychron K3,4
kb_06,keyboards,perplexity,2,glorious,(mentioned: glorious),1
kb_06,keyboards,perplexity,2,keychron,(mentioned: keychron),2
kb_06,keyboards,perplexity,2,akko,(mentioned: akko),3
kb_06,keyboards,perplexity,3,glorious,(mentioned: glorious),1
kb_06,keyboards,perplexity,3,keychron,(mentioned: keychron),2
kb_06,keyboards,claude,1,ajazz,Ajazz AK820 Pro – ~$60,1
kb_06,keyboards,claude,1,nuphy,NuPhy Field75 HE – ~$149** ,2
kb_06,keyboards,claude,1,keychron,Keychron C2 Pro – ~$55,3
kb_06,keyboards,claude,1,royal kludge,RK84 Pro – ~$50,4
kb_06,keyboards,claude,2,keychron,(mentioned: keychron),1
kb_06,keyboards,claude,2,ajazz,(mentioned: ajazz),2
kb_06,keyboards,claude,2,nuphy,(mentioned: nuphy),3
kb_06,keyboards,claude,3,keychron,(mentioned: keychron),1
kb_06,keyboards,claude,3,ajazz,(mentioned: ajazz),2
kb_06,keyboards,claude,3,nuphy,(mentioned: nuphy),3
kb_06,keyboards,deepseek,1,keychron,Keychron V1** – ~$84,1
kb_06,keyboards,deepseek,1,akko,Akko MOD 007S** – ~$100–$120,2
kb_06,keyboards,deepseek,1,gamakay,EPOMAKER GamaKay LK75** – ~$80–$90,3
kb_06,keyboards,deepseek,1,redragon,Redragon K530 Draconic** – ~$60–$70,4
kb_06,keyboards,deepseek,2,keychron,Keychron V1,1
kb_06,keyboards,deepseek,2,epomaker,Epomaker TH80 Pro,2
kb_06,keyboards,deepseek,2,royal kludge,RK Royal Kludge RK84,3
kb_06,keyboards,deepseek,2,yunzii,Yunzii YZ75,4
kb_06,keyboards,deepseek,2,monsgeek,MonsGeek M1 Wired,5
kb_06,keyboards,deepseek,3,keychron,Keychron V1,1
kb_06,keyboards,deepseek,3,epomaker,Epomaker TH80 Pro,2
kb_06,keyboards,deepseek,3,akko,Akko Mod 007 V2 Barebone Kit,3
kb_06,keyboards,deepseek,3,glorious,Glorious GMMK Pro,4
kb_06,keyboards,deepseek,3,yunzii,Yunzii YZ75,5
kb_07,keyboards,chatgpt,1,keychron,Keychron K14 Wireless Mechanical Keyboard,1
kb_07,keyboards,chatgpt,1,redragon,Redragon K679,2
kb_07,keyboards,chatgpt,2,ajazz,Ajazz AK820 Pro,1
kb_07,keyboards,chatgpt,2,keychron,Keychron C3 Pro,2
kb_07,keyboards,chatgpt,3,keychron,Keychron K12 Pro,1
kb_07,keyboards,chatgpt,3,ajazz,Ajazz AK820 Pro,2
kb_07,keyboards,gemini,1,keychron,(mentioned: keychron),1
kb_07,keyboards,gemini,1,epomaker,(mentioned: epomaker),2
kb_07,keyboards,gemini,2,keychron,Keychron V1 Max,1
kb_07,keyboards,gemini,2,royal kludge,Royal Kludge RK84,2
kb_07,keyboards,gemini,2,redragon,Redragon K530 Draconic,3
kb_07,keyboards,gemini,3,gamakay,(mentioned: gamakay),1
kb_07,keyboards,gemini,3,keychron,(mentioned: keychron),2
kb_07,keyboards,gemini,3,redragon,(mentioned: redragon),3
kb_07,keyboards,gemini,3,akko,(mentioned: akko),4
kb_07,keyboards,perplexity,1,epomaker,EPOMAKER G84 80% Mechanical Keyboard,1
kb_07,keyboards,perplexity,1,keychron,Keychron V3,2
kb_07,keyboards,perplexity,1,redragon,Redragon Draconic K530 Pro,3
kb_07,keyboards,perplexity,2,keychron,Keychron C2 Pro,1
kb_07,keyboards,perplexity,2,redragon,Redragon K552 Kumara,2
kb_07,keyboards,perplexity,2,royal kludge,Royal Kludge RK84,3
kb_07,keyboards,perplexity,3,epomaker,EPOMAKER G84,1
kb_07,keyboards,perplexity,3,redragon,Redragon Draconic K530 Pro,2
kb_07,keyboards,claude,1,royal kludge,(mentioned: rk),1
kb_07,keyboards,claude,1,keychron,(mentioned: keychron),2
kb_07,keyboards,claude,1,redragon,(mentioned: redragon),3
kb_07,keyboards,claude,1,akko,(mentioned: akko),4
kb_07,keyboards,claude,2,royal kludge,(mentioned: rk),1
kb_07,keyboards,claude,2,keychron,(mentioned: keychron),2
kb_07,keyboards,claude,2,akko,(mentioned: akko),3
kb_07,keyboards,claude,3,royal kludge,(mentioned: rk),1
kb_07,keyboards,claude,3,keychron,(mentioned: keychron),2
kb_07,keyboards,claude,3,akko,(mentioned: akko),3
kb_07,keyboards,deepseek,1,keychron,Keychron V1 / V2 / V3,1
kb_07,keyboards,deepseek,1,royal kludge,RK Royal Kludge RK61,2
kb_07,keyboards,deepseek,1,redragon,Redragon K618 Horus,3
kb_07,keyboards,deepseek,2,keychron,Keychron V1,1
kb_07,keyboards,deepseek,2,redragon,Redragon K530 Draconic,2
kb_07,keyboards,deepseek,2,epomaker,Epomaker TH80 Pro,3
kb_07,keyboards,deepseek,3,keychron,Keychron V1,1
kb_07,keyboards,deepseek,3,epomaker,Epomaker TH66 Pro,2
kb_07,keyboards,deepseek,3,redragon,Redragon K552 Hot,3
kb_08,keyboards,chatgpt,1,razer,Razer Huntsman Signature Edition,1
kb_08,keyboards,chatgpt,2,wooting,Wooting 60HE v2,1
kb_08,keyboards,chatgpt,2,keychron,Keychron Q5 Max / Q6 Max,2
kb_08,keyboards,chatgpt,3,keychron,Keychron Q5 Max,1
kb_08,keyboards,chatgpt,3,razer,Razer Huntsman Signature Edition,2
kb_08,keyboards,gemini,1,wooting,Wooting 80HE,1
kb_08,keyboards,gemini,1,keychron,Keychron Q Series,2
kb_08,keyboards,gemini,1,razer,Razer BlackWidow V4 75% Pro,3
kb_08,keyboards,gemini,2,craft,(mentioned: craft),1
kb_08,keyboards,gemini,3,craft,(mentioned: craft),1
kb_08,keyboards,gemini,3,keychron,(mentioned: keychron),2
kb_08,keyboards,gemini,3,wooting,(mentioned: wooting),3
kb_08,keyboards,perplexity,1,keychron,Keychron Q5 Max,1
kb_08,keyboards,perplexity,2,keychron,Keychron Q1 Max,1
kb_08,keyboards,perplexity,2,monsgeek,MONSGEEK M2 V5,2
kb_08,keyboards,perplexity,3,keychron,Keychron Q5 Max,1
kb_08,keyboards,claude,1,keychron,Keychron Q1 HE,1
kb_08,keyboards,claude,1,corsair,Corsair Vanguard Pro 96,2
kb_08,keyboards,claude,1,wooting,Wooting 80HE,3
kb_08,keyboards,claude,2,wooting,Wooting 80HE,1
kb_08,keyboards,claude,2,corsair,Corsair Vanguard Pro 96,2
kb_08,keyboards,claude,3,keychron,(mentioned: keychron),1
kb_08,keyboards,deepseek,1,keychron,"Best ""Buy It Now""",1
kb_08,keyboards,deepseek,1,hhkb,Best for Typing,2
kb_08,keyboards,deepseek,3,wooting,Wooting 60HE+,1
kb_08,keyboards,deepseek,3,keychron,Keychron Q1 Pro,2
kb_09,keyboards,chatgpt,1,craft,(mentioned: craft),1
kb_09,keyboards,chatgpt,2,craft,(mentioned: craft),1
kb_09,keyboards,chatgpt,3,keychron,Keychron Q1 Max,1
kb_09,keyboards,gemini,1,wooting,Wooting 80HE,1
kb_09,keyboards,gemini,2,craft,(mentioned: craft),1
kb_09,keyboards,gemini,3,glorious,(mentioned: glorious),1
kb_09,keyboards,gemini,3,keychron,(mentioned: keychron),2
kb_09,keyboards,gemini,3,akko,(mentioned: akko),3
kb_09,keyboards,perplexity,1,monsgeek,(mentioned: monsgeek),1
kb_09,keyboards,perplexity,1,keychron,(mentioned: keychron),2
kb_09,keyboards,perplexity,1,nuphy,(mentioned: nuphy),3
kb_09,keyboards,perplexity,2,nike,(mentioned: nike),1
kb_09,keyboards,perplexity,2,keychron,(mentioned: keychron),2
kb_09,keyboards,perplexity,3,keychron,(mentioned: keychron),1
kb_09,keyboards,perplexity,3,nuphy,(mentioned: nuphy),2
kb_09,keyboards,claude,1,keychron,Keychron Q5 Max,1
kb_09,keyboards,claude,1,glorious,Glorious GMMK Pro,2
kb_09,keyboards,claude,2,craft,(mentioned: craft),1
kb_09,keyboards,claude,2,keychron,(mentioned: keychron),2
kb_09,keyboards,claude,2,wooting,(mentioned: wooting),3
kb_09,keyboards,claude,3,keychron,(mentioned: keychron),1
kb_09,keyboards,claude,3,wooting,(mentioned: wooting),2
kb_09,keyboards,deepseek,1,craft,(mentioned: craft),1
kb_09,keyboards,deepseek,3,hhkb,(mentioned: hhkb),1
kb_09,keyboards,deepseek,3,nothing,(mentioned: nothing),2
kb_10,keyboards,chatgpt,1,kinesis,(mentioned: kinesis),1
kb_10,keyboards,chatgpt,1,ergodox,(mentioned: ergodox),2
kb_10,keyboards,chatgpt,1,epomaker,(mentioned: epomaker),3
kb_10,keyboards,chatgpt,2,kinesis,Kinesis Advantage360 Professional,1
kb_10,keyboards,chatgpt,2,zsa,ZSA Voyager,2
kb_10,keyboards,chatgpt,3,kinesis,Kinesis Advantage360 / Advantage360 Pro,1
kb_10,keyboards,gemini,1,kinesis,(mentioned: kinesis),1
kb_10,keyboards,gemini,1,keychron,(mentioned: keychron),2
kb_10,keyboards,gemini,1,zsa,(mentioned: zsa),3
kb_10,keyboards,gemini,2,zsa,ZSA Moonlander Mark I,1
kb_10,keyboards,gemini,3,kinesis,(mentioned: kinesis),1
kb_10,keyboards,gemini,3,ergodox,(mentioned: ergodox),2
kb_10,keyboards,gemini,3,zsa,(mentioned: zsa),3
kb_10,keyboards,perplexity,1,zsa,ZSA Moonlander,1
kb_10,keyboards,perplexity,1,kinesis,Kinesis Freestyle Edge RGB,2
kb_10,keyboards,perplexity,2,zsa,ZSA Moonlander,1
kb_10,keyboards,perplexity,2,kinesis,Kinesis Freestyle Edge RGB,2
kb_10,keyboards,perplexity,3,zsa,ZSA Moonlander,1
kb_10,keyboards,perplexity,3,kinesis,Kinesis Freestyle Edge RGB,2
kb_10,keyboards,claude,1,kinesis,Kinesis Advantage360 Professional,1
kb_10,keyboards,claude,1,zsa,ZSA Moonlander,2
kb_10,keyboards,claude,1,keychron,Keychron Q11 Split,3
kb_10,keyboards,claude,2,logitech,(mentioned: logitech),1
kb_10,keyboards,claude,2,kinesis,(mentioned: kinesis),2
kb_10,keyboards,claude,2,keychron,(mentioned: keychron),3
kb_10,keyboards,claude,2,zsa,(mentioned: zsa),4
kb_10,keyboards,claude,3,kinesis,(mentioned: kinesis),1
kb_10,keyboards,claude,3,keychron,(mentioned: keychron),2
kb_10,keyboards,claude,3,zsa,(mentioned: zsa),3
kb_10,keyboards,deepseek,1,glorious,(mentioned: glorious),1
kb_10,keyboards,deepseek,1,kinesis,(mentioned: kinesis),2
kb_10,keyboards,deepseek,1,ergodox,(mentioned: ergodox),3
kb_10,keyboards,deepseek,1,zsa,(mentioned: zsa),4
kb_10,keyboards,deepseek,2,kinesis,(mentioned: kinesis),1
kb_10,keyboards,deepseek,2,zsa,(mentioned: zsa),2
kb_10,keyboards,deepseek,3,kinesis,(mentioned: kinesis),1
kb_10,keyboards,deepseek,3,ergodox,(mentioned: ergodox),2
kb_10,keyboards,deepseek,3,zsa,(mentioned: zsa),3
kb_11,keyboards,chatgpt,1,redragon,Redragon K582 SURARA,1
kb_11,keyboards,chatgpt,1,razer,Razer BlackWidow V4 X – Yellow Switch,2
kb_11,keyboards,chatgpt,1,hyperx,HyperX Alloy Origins Core – Red Switch,3
kb_11,keyboards,chatgpt,2,corsair,Corsair K70 CORE RGB,1
kb_11,keyboards,chatgpt,2,keychron,Keychron V,2
kb_11,keyboards,chatgpt,3,keychron,Keychron V1 8K,1
kb_11,keyboards,chatgpt,3,redragon,Redragon K630 Dragonborn,2
kb_11,keyboards,chatgpt,3,akko,Akko JIN01 Santorini,3
kb_11,keyboards,gemini,1,craft,(mentioned: craft),1
kb_11,keyboards,gemini,1,keychron,(mentioned: keychron),2
kb_11,keyboards,gemini,1,redragon,(mentioned: redragon),3
kb_11,keyboards,gemini,1,hyperx,(mentioned: hyperx),4
kb_11,keyboards,gemini,1,ajazz,(mentioned: ajazz),5
kb_11,keyboards,gemini,1,epomaker,(mentioned: epomaker),6
kb_11,keyboards,gemini,2,craft,(mentioned: craft),1
kb_11,keyboards,gemini,2,redragon,(mentioned: redragon),2
kb_11,keyboards,gemini,2,hyperx,(mentioned: hyperx),3
kb_11,keyboards,gemini,3,hyperx,HyperX Alloy Origins Core,1
